280	0.002524308
279	0.036441914
278	0.027144692
277	0.014812306
276	-0.023333058
275	-0.033249252
274	-0.03824822
273	-0.044426552
272	-0.041742117
271	-0.025702557
270	-0.035608712
269	-0.046549712
268	-0.055854753
267	-0.059193991
266	-0.077446934
265	-0.069165926
264	-0.079296217
263	-0.074158553
262	-0.085680432
261	-0.078867481
260	-0.078726597
259	-0.067645842
258	-0.051215389
257	-0.037786263
256	-0.063061877
255	-0.06250261
254	-0.072342439
253	-0.084985224
252	-0.078643226
251	-0.068405624
250	-0.090256333
249	-0.110060306
248	-0.126078397
247	-0.133495247
246	-0.129968946
245	-0.145110899
244	-0.192236496
243	-0.249462733
242	-0.300427775
241	-0.358947629
240	-0.440004913
239	-0.551101406
238	-0.686303903
237	-0.849165356
236	-1.02356512
235	-1.223847351
234	-1.471737071
233	-1.751754811
232	-2.014493455
231	-2.266314677
230	-2.445594062
229	-2.570288147
228	-2.67400558
227	-2.73798365
226	-2.806095005
225	-2.91126105
224	-3.009387514
223	-3.08257506
222	-3.145530762
221	-3.178915759
220	-3.215052393
219	-3.269138808
218	-3.30961808
217	-3.347581415
216	-3.385203508
215	-3.439938965
214	-3.52196007
213	-3.626988932
212	-3.755541076
211	-3.915469853
210	-4.107505734
209	-4.309363216
208	-4.468307913
207	-4.508047981
206	-4.432690014
205	-4.192578279
204	-3.795063799
203	-3.257944344
202	-2.537668843
201	-1.613492909
200	-0.552079478
199	0.676064741
198	1.861874217
197	2.909585741
196	3.811097457
195	4.532547064
194	5.021398265
193	5.358212575
192	5.440185031
191	5.416776509
190	5.264745699
189	5.046666512
188	4.702001867
187	4.217555065
186	3.675695432
185	3.089800266
184	2.509831104
183	2.068140273
182	1.676738497
181	1.33307615
180	0.994553995
179	0.613731481
178	0.267193913
177	0.144717114
